method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
fixed_impedance,nominal_surface_tracking,0,0,,1,0.91667,1.86963,0.23408,0.15830,1.80550,0.04300,0.04545,0.59091,0.01136,1,5,0.85587,-0.06723,0.82902,413.95279,0.15498,0,0:x-0.109:y-0.441:f0.09:tf11.57:p0.0000:tok-1;15:x0.040:y-0.431:f17.44:tf11.57:p0.0401:tok-1;30:x0.027:y-0.360:f11.27:tf11.57:p0.0265:tok-1;45:x0.027:y-0.236:f11.84:tf11.57:p0.0273:tok-1;60:x0.028:y-0.084:f11.47:tf11.81:p0.0278:tok-1;75:x0.028:y0.080:f11.69:tf11.81:p0.0281:tok-1;90:x0.029:y0.235:f11.42:tf11.81:p0.0285:tok-1;95:x0.028:y0.276:f11.85:tf11.81:p0.0285:tok-1
gain_scheduled_impedance,nominal_surface_tracking,0,0,,0,0.90625,1.34716,0.22101,0.11406,1.04395,0.02842,0.00000,0.62069,0.00000,0,5,0.83835,-0.11586,0.87395,413.21714,0.15501,0,0:x-0.128:y-0.426:f0.62:tf11.57:p0.0000:tok-1;15:x0.025:y-0.418:f11.14:tf11.57:p0.0248:tok-1;30:x0.026:y-0.342:f11.55:tf11.57:p0.0262:tok-1;45:x0.027:y-0.211:f11.14:tf11.57:p0.0269:tok-1;60:x0.027:y-0.051:f11.62:tf11.81:p0.0274:tok-1;75:x0.028:y0.119:f11.69:tf11.81:p0.0281:tok-1;90:x0.028:y0.276:f11.61:tf11.81:p0.0282:tok-1;95:x0.028:y0.315:f11.25:tf11.81:p0.0284:tok-1
adaptive_impedance_control,nominal_surface_tracking,0,0,,1,0.92708,1.22708,0.36125,0.10389,1.22578,0.02929,0.00000,0.59551,0.01124,1,5,0.86828,-0.13842,0.85918,417.18199,0.15492,0,0:x-0.106:y-0.422:f0.00:tf11.57:p0.0000:tok-1;15:x0.028:y-0.412:f12.11:tf11.57:p0.0276:tok-1;30:x0.027:y-0.341:f11.81:tf11.57:p0.0268:tok-1;45:x0.028:y-0.216:f11.77:tf11.57:p0.0277:tok-1;60:x0.028:y-0.061:f12.13:tf11.81:p0.0284:tok-1;75:x0.029:y0.106:f12.18:tf11.81:p0.0292:tok-1;90:x0.029:y0.262:f12.25:tf11.81:p0.0291:tok-1;95:x0.029:y0.302:f12.37:tf11.81:p0.0291:tok-1
admittance_switching_control,nominal_surface_tracking,0,0,,1,0.92708,1.24850,0.19876,0.10571,1.63917,0.02927,0.00000,0.57303,0.01124,1,5,1.14185,-0.20145,0.82929,418.49152,0.15497,0,0:x-0.116:y-0.431:f0.00:tf11.57:p0.0000:tok-1;15:x0.028:y-0.421:f12.29:tf11.57:p0.0277:tok-1;30:x0.026:y-0.352:f11.90:tf11.57:p0.0262:tok-1;45:x0.027:y-0.232:f10.93:tf11.57:p0.0265:tok-1;60:x0.027:y-0.082:f11.84:tf11.81:p0.0273:tok-1;75:x0.028:y0.081:f11.54:tf11.81:p0.0279:tok-1;90:x0.028:y0.236:f11.87:tf11.81:p0.0282:tok-1;95:x0.028:y0.276:f11.90:tf11.81:p0.0282:tok-1
robust_mpc_impedance,nominal_surface_tracking,0,0,,0,0.85417,3.14103,1.10708,0.26594,0.99095,0.02598,0.00000,0.45122,0.00000,0,5,0.34960,-0.01099,0.68608,416.65921,0.15505,0,0:x-0.109:y-0.443:f0.23:tf11.57:p0.0000:tok-1;15:x0.008:y-0.443:f5.33:tf11.57:p0.0081:tok-1;30:x0.022:y-0.397:f9.50:tf11.57:p0.0216:tok-1;45:x0.024:y-0.302:f9.99:tf11.57:p0.0237:tok-1;60:x0.025:y-0.177:f10.63:tf11.81:p0.0251:tok-1;75:x0.026:y-0.033:f10.48:tf11.81:p0.0256:tok-1;90:x0.026:y0.111:f11.00:tf11.81:p0.0258:tok-1;95:x0.026:y0.152:f10.69:tf11.81:p0.0259:tok-1
learned_gain_regressor,nominal_surface_tracking,0,0,,0,0.90625,1.94011,0.78109,0.16426,1.15267,0.03103,0.00000,0.62069,0.00000,0,5,0.70819,-0.15493,0.85754,418.66086,0.15474,0,0:x-0.118:y-0.417:f0.03:tf11.57:p0.0000:tok-1;15:x0.022:y-0.409:f9.70:tf11.57:p0.0218:tok-1;30:x0.025:y-0.334:f10.78:tf11.57:p0.0245:tok-1;45:x0.027:y-0.202:f10.93:tf11.57:p0.0267:tok-1;60:x0.029:y-0.046:f11.83:tf11.81:p0.0288:tok-1;75:x0.030:y0.115:f12.55:tf11.81:p0.0301:tok-1;90:x0.031:y0.263:f13.18:tf11.81:p0.0310:tok-1;95:x0.031:y0.301:f13.45:tf11.81:p0.0310:tok-1
random_forest_gain_regressor,nominal_surface_tracking,0,0,,1,0.89583,2.05138,0.41432,0.17369,1.03771,0.02728,0.00000,0.54651,0.00000,0,5,0.61979,-0.15155,0.80490,422.13772,0.15500,0,0:x-0.117:y-0.413:f0.00:tf11.57:p0.0000:tok-1;15:x0.017:y-0.409:f8.30:tf11.57:p0.0166:tok-1;30:x0.024:y-0.351:f10.48:tf11.57:p0.0244:tok-1;45:x0.026:y-0.240:f11.06:tf11.57:p0.0263:tok-1;60:x0.027:y-0.097:f11.79:tf11.81:p0.0268:tok-1;75:x0.027:y0.061:f11.29:tf11.81:p0.0272:tok-1;90:x0.027:y0.214:f11.78:tf11.81:p0.0272:tok-1;95:x0.027:y0.255:f11.48:tf11.81:p0.0272:tok-1
hist_gradient_gain_regressor,nominal_surface_tracking,0,0,,0,0.89583,1.96229,0.37131,0.16614,1.03725,0.02803,0.00000,0.61628,0.00000,0,5,0.64349,-0.15484,0.84152,418.18383,0.15500,0,0:x-0.117:y-0.430:f0.00:tf11.57:p0.0000:tok-1;15:x0.017:y-0.423:f8.68:tf11.57:p0.0173:tok-1;30:x0.025:y-0.346:f10.65:tf11.57:p0.0247:tok-1;45:x0.026:y-0.219:f11.00:tf11.57:p0.0261:tok-1;60:x0.027:y-0.067:f10.97:tf11.81:p0.0265:tok-1;75:x0.028:y0.095:f11.85:tf11.81:p0.0280:tok-1;90:x0.027:y0.247:f11.04:tf11.81:p0.0273:tok-1;95:x0.028:y0.287:f11.54:tf11.81:p0.0279:tok-1
ensemble_uncertainty_gain,nominal_surface_tracking,0,0,,0,0.89583,2.04520,0.26031,0.17316,1.05414,0.02880,0.00000,0.65116,0.00000,0,5,0.65328,-0.16018,0.83191,416.85242,0.15497,0,0:x-0.122:y-0.445:f0.00:tf11.57:p0.0000:tok-1;15:x0.017:y-0.439:f8.06:tf11.57:p0.0167:tok-1;30:x0.024:y-0.364:f9.96:tf11.57:p0.0238:tok-1;45:x0.026:y-0.232:f11.18:tf11.57:p0.0261:tok-1;60:x0.027:y-0.077:f11.76:tf11.81:p0.0271:tok-1;75:x0.028:y0.086:f11.95:tf11.81:p0.0279:tok-1;90:x0.029:y0.239:f11.79:tf11.81:p0.0287:tok-1;95:x0.028:y0.278:f11.69:tf11.81:p0.0283:tok-1
risk_averse_impedance,nominal_surface_tracking,0,0,,0,0.86458,3.63427,1.92430,0.30770,0.89119,0.02392,0.00000,0.24096,0.00000,0,5,0.43530,-0.06507,0.61098,416.86033,0.15501,0,0:x-0.125:y-0.435:f0.00:tf11.57:p0.0000:tok-1;15:x0.010:y-0.434:f6.16:tf11.57:p0.0102:tok-1;30:x0.020:y-0.397:f9.07:tf11.57:p0.0204:tok-1;45:x0.022:y-0.319:f9.68:tf11.57:p0.0220:tok-1;60:x0.023:y-0.212:f9.63:tf11.81:p0.0230:tok-1;75:x0.024:y-0.085:f9.76:tf11.81:p0.0238:tok-1;90:x0.024:y0.048:f9.42:tf11.81:p0.0238:tok-1;95:x0.024:y0.088:f9.62:tf11.81:p0.0239:tok-1
conformal_safety_gain,nominal_surface_tracking,0,0,,0,0.89583,2.12278,0.38900,0.17973,1.04012,0.02787,0.00000,0.60465,0.01163,1,5,0.67237,-0.16594,0.83020,419.80625,0.15500,0,0:x-0.122:y-0.429:f0.00:tf11.57:p0.0000:tok-1;15:x0.016:y-0.423:f7.88:tf11.57:p0.0157:tok-1;30:x0.024:y-0.352:f10.43:tf11.57:p0.0241:tok-1;45:x0.026:y-0.226:f11.19:tf11.57:p0.0257:tok-1;60:x0.027:y-0.076:f11.09:tf11.81:p0.0266:tok-1;75:x0.027:y0.085:f11.47:tf11.81:p0.0273:tok-1;90:x0.027:y0.237:f11.71:tf11.81:p0.0274:tok-1;95:x0.028:y0.277:f11.77:tf11.81:p0.0279:tok-1
impedance_token_policy_v4,nominal_surface_tracking,0,0,,1,0.89583,2.12687,1.13774,0.18008,1.07096,0.02683,0.00000,0.59302,0.01163,1,5,0.81496,-0.09859,0.76748,416.90623,0.15511,48,0:x-0.123:y-0.436:f0.00:tf11.57:p0.0000:tok1;15:x0.023:y-0.430:f9.82:tf11.57:p0.0229:tok7;30:x0.025:y-0.365:f11.26:tf11.57:p0.0251:tok6;45:x0.025:y-0.247:f10.29:tf11.57:p0.0248:tok4;60:x0.023:y-0.117:f10.14:tf11.81:p0.0230:tok4;75:x0.026:y0.025:f10.68:tf11.81:p0.0260:tok3;90:x0.027:y0.179:f11.12:tf11.81:p0.0267:tok3;95:x0.027:y0.222:f11.31:tf11.81:p0.0265:tok7
impedance_token_policy_v5,nominal_surface_tracking,0,0,,0,0.90625,2.94613,2.09595,0.24944,0.91593,0.02355,0.00000,0.39080,0.00000,0,5,0.63950,-0.07112,0.69702,422.17061,0.15512,33,0:x-0.103:y-0.431:f0.00:tf11.57:p0.0000:tok1;15:x0.021:y-0.424:f8.51:tf11.57:p0.0208:tok5;30:x0.022:y-0.368:f9.27:tf11.57:p0.0217:tok6;45:x0.022:y-0.281:f10.07:tf11.57:p0.0225:tok4;60:x0.023:y-0.155:f9.26:tf11.81:p0.0228:tok6;75:x0.023:y-0.015:f9.88:tf11.81:p0.0233:tok4;90:x0.023:y0.123:f9.78:tf11.81:p0.0230:tok4;95:x0.023:y0.162:f9.64:tf11.81:p0.0232:tok4
token_no_memory_ablation,nominal_surface_tracking,0,0,,1,0.89583,2.50440,0.74729,0.21204,0.99410,0.02660,0.00000,0.52326,0.00000,0,5,0.54943,-0.06433,0.77636,421.30621,0.15519,9,0:x-0.111:y-0.432:f0.39:tf11.57:p0.0000:tok3;15:x0.019:y-0.427:f9.61:tf11.57:p0.0190:tok0;30:x0.022:y-0.370:f9.15:tf11.57:p0.0220:tok6;45:x0.022:y-0.282:f8.88:tf11.57:p0.0222:tok2;60:x0.026:y-0.141:f11.20:tf11.81:p0.0257:tok3;75:x0.026:y0.026:f10.87:tf11.81:p0.0265:tok3;90:x0.027:y0.186:f11.32:tf11.81:p0.0266:tok3;95:x0.026:y0.230:f11.55:tf11.81:p0.0265:tok3
oracle_impedance,nominal_surface_tracking,0,0,,0,0.91667,1.27020,0.34230,0.10754,1.07021,0.02903,0.00000,0.63636,0.00000,0,5,0.84416,-0.16627,0.86011,418.64068,0.15484,0,0:x-0.122:y-0.433:f0.00:tf11.57:p0.0000:tok-1;15:x0.026:y-0.422:f11.67:tf11.57:p0.0261:tok-1;30:x0.028:y-0.339:f12.39:tf11.57:p0.0276:tok-1;45:x0.028:y-0.203:f11.69:tf11.57:p0.0276:tok-1;60:x0.029:y-0.046:f11.49:tf11.81:p0.0285:tok-1;75:x0.029:y0.116:f12.46:tf11.81:p0.0290:tok-1;90:x0.029:y0.265:f12.00:tf11.81:p0.0290:tok-1;95:x0.029:y0.303:f12.23:tf11.81:p0.0290:tok-1
fixed_impedance,nominal_surface_tracking,0,1,,1,0.91667,2.26048,0.53913,0.18463,1.73311,0.04739,0.02273,0.57955,0.01136,1,5,1.00820,-0.10092,0.82864,393.69323,0.16544,0,0:x-0.127:y-0.426:f0.29:tf11.67:p0.0000:tok-1;15:x0.045:y-0.418:f15.98:tf11.67:p0.0452:tok-1;30:x0.029:y-0.351:f10.15:tf11.67:p0.0286:tok-1;45:x0.030:y-0.231:f10.87:tf11.67:p0.0300:tok-1;60:x0.029:y-0.082:f11.69:tf12.24:p0.0286:tok-1;75:x0.030:y0.081:f11.70:tf12.24:p0.0302:tok-1;90:x0.030:y0.235:f11.79:tf12.24:p0.0299:tok-1;95:x0.030:y0.275:f11.77:tf12.24:p0.0300:tok-1
gain_scheduled_impedance,nominal_surface_tracking,0,1,,0,0.91667,1.70222,0.21737,0.13903,1.15986,0.03341,0.00000,0.63636,0.01136,1,5,0.71656,-0.08678,0.87219,394.73975,0.16538,0,0:x-0.111:y-0.439:f0.09:tf11.67:p0.0000:tok-1;15:x0.025:y-0.427:f9.09:tf11.67:p0.0249:tok-1;30:x0.031:y-0.346:f10.46:tf11.67:p0.0309:tok-1;45:x0.033:y-0.211:f11.42:tf11.67:p0.0331:tok-1;60:x0.031:y-0.051:f12.37:tf12.24:p0.0309:tok-1;75:x0.031:y0.118:f12.11:tf12.24:p0.0312:tok-1;90:x0.031:y0.274:f12.14:tf12.24:p0.0311:tok-1;95:x0.031:y0.313:f12.11:tf12.24:p0.0310:tok-1
adaptive_impedance_control,nominal_surface_tracking,0,1,,0,0.92708,1.44592,0.44758,0.11810,1.23004,0.03451,0.00000,0.61798,0.02247,2,5,0.84068,-0.12746,0.85718,396.53211,0.16531,0,0:x-0.103:y-0.449:f0.00:tf11.67:p0.0000:tok-1;15:x0.030:y-0.436:f10.74:tf11.67:p0.0303:tok-1;30:x0.033:y-0.354:f11.63:tf11.67:p0.0330:tok-1;45:x0.034:y-0.222:f12.00:tf11.67:p0.0343:tok-1;60:x0.032:y-0.064:f12.57:tf12.24:p0.0320:tok-1;75:x0.032:y0.104:f12.73:tf12.24:p0.0321:tok-1;90:x0.032:y0.261:f12.47:tf12.24:p0.0318:tok-1;95:x0.032:y0.300:f12.71:tf12.24:p0.0317:tok-1
admittance_switching_control,nominal_surface_tracking,0,1,,1,0.92708,1.45332,0.25547,0.11870,1.65786,0.03337,0.00000,0.55056,0.02247,2,5,1.06225,-0.18095,0.82821,393.20594,0.16533,0,0:x-0.110:y-0.413:f0.00:tf11.67:p0.0000:tok-1;15:x0.030:y-0.405:f10.24:tf11.67:p0.0302:tok-1;30:x0.032:y-0.341:f11.24:tf11.67:p0.0318:tok-1;45:x0.033:y-0.226:f11.58:tf11.67:p0.0332:tok-1;60:x0.031:y-0.080:f12.36:tf12.24:p0.0313:tok-1;75:x0.031:y0.081:f12.76:tf12.24:p0.0312:tok-1;90:x0.031:y0.235:f12.25:tf12.24:p0.0310:tok-1;95:x0.031:y0.275:f12.19:tf12.24:p0.0310:tok-1
robust_mpc_impedance,nominal_surface_tracking,0,1,,0,0.85417,3.25686,1.05183,0.26601,1.01036,0.02927,0.00000,0.43902,0.00000,0,5,0.34827,-0.01218,0.68580,392.33977,0.16543,0,0:x-0.108:y-0.437:f0.00:tf11.67:p0.0000:tok-1;15:x0.008:y-0.436:f5.24:tf11.67:p0.0084:tok-1;30:x0.025:y-0.392:f9.13:tf11.67:p0.0249:tok-1;45:x0.029:y-0.298:f10.22:tf11.67:p0.0287:tok-1;60:x0.028:y-0.174:f11.08:tf12.24:p0.0284:tok-1;75:x0.028:y-0.033:f11.17:tf12.24:p0.0284:tok-1;90:x0.028:y0.111:f11.41:tf12.24:p0.0284:tok-1;95:x0.028:y0.152:f10.38:tf12.24:p0.0283:tok-1
learned_gain_regressor,nominal_surface_tracking,0,1,,0,0.90625,2.31223,1.02050,0.18886,1.17024,0.03402,0.00000,0.63218,0.01149,1,5,0.69732,-0.14988,0.85406,394.89632,0.16512,0,0:x-0.116:y-0.428:f0.00:tf11.67:p0.0000:tok-1;15:x0.023:y-0.420:f8.92:tf11.67:p0.0226:tok-1;30:x0.029:y-0.339:f10.87:tf11.67:p0.0294:tok-1;45:x0.033:y-0.203:f11.28:tf11.67:p0.0327:tok-1;60:x0.033:y-0.048:f13.18:tf12.24:p0.0330:tok-1;75:x0.034:y0.112:f13.46:tf12.24:p0.0337:tok-1;90:x0.034:y0.260:f13.59:tf12.24:p0.0339:tok-1;95:x0.034:y0.298:f13.21:tf12.24:p0.0339:tok-1
random_forest_gain_regressor,nominal_surface_tracking,0,1,,1,0.89583,2.43354,0.27827,0.19877,1.16259,0.03292,0.00000,0.58140,0.01163,1,5,0.65186,-0.16505,0.81150,393.32892,0.16535,0,0:x-0.121:y-0.426:f0.00:tf11.67:p0.0000:tok-1;15:x0.017:y-0.421:f7.02:tf11.67:p0.0169:tok-1;30:x0.027:y-0.359:f9.31:tf11.67:p0.0271:tok-1;45:x0.032:y-0.242:f11.15:tf11.67:p0.0322:tok-1;60:x0.032:y-0.095:f12.95:tf12.24:p0.0317:tok-1;75:x0.031:y0.066:f12.37:tf12.24:p0.0313:tok-1;90:x0.031:y0.220:f12.40:tf12.24:p0.0313:tok-1;95:x0.031:y0.261:f11.68:tf12.24:p0.0312:tok-1
hist_gradient_gain_regressor,nominal_surface_tracking,0,1,,0,0.89583,2.20561,0.26680,0.18015,1.10994,0.03219,0.00000,0.60465,0.01163,1,5,0.64642,-0.15475,0.84103,393.66557,0.16533,0,0:x-0.117:y-0.421:f0.48:tf11.67:p0.0000:tok-1;15:x0.018:y-0.415:f6.71:tf11.67:p0.0178:tok-1;30:x0.028:y-0.341:f10.07:tf11.67:p0.0282:tok-1;45:x0.032:y-0.215:f11.33:tf11.67:p0.0318:tok-1;60:x0.031:y-0.066:f12.40:tf12.24:p0.0313:tok-1;75:x0.031:y0.095:f12.78:tf12.24:p0.0314:tok-1;90:x0.031:y0.247:f12.32:tf12.24:p0.0312:tok-1;95:x0.031:y0.286:f12.09:tf12.24:p0.0312:tok-1
ensemble_uncertainty_gain,nominal_surface_tracking,0,1,,0,0.89583,2.42004,0.38448,0.19766,1.11690,0.03237,0.00000,0.60465,0.01163,1,5,0.65072,-0.16285,0.83566,391.79673,0.16528,0,0:x-0.122:y-0.420:f0.27:tf11.67:p0.0000:tok-1;15:x0.017:y-0.416:f7.17:tf11.67:p0.0174:tok-1;30:x0.027:y-0.347:f10.09:tf11.67:p0.0274:tok-1;45:x0.032:y-0.222:f11.30:tf11.67:p0.0317:tok-1;60:x0.032:y-0.070:f12.93:tf12.24:p0.0318:tok-1;75:x0.032:y0.091:f12.55:tf12.24:p0.0321:tok-1;90:x0.032:y0.242:f12.69:tf12.24:p0.0319:tok-1;95:x0.032:y0.282:f12.85:tf12.24:p0.0321:tok-1
risk_averse_impedance,nominal_surface_tracking,0,1,,0,0.87500,3.72235,1.86962,0.30403,0.92657,0.02693,0.00000,0.20238,0.00000,0,5,0.39074,-0.05083,0.61226,396.59901,0.16534,0,0:x-0.114:y-0.419:f0.00:tf11.67:p0.0000:tok-1;15:x0.011:y-0.418:f6.27:tf11.67:p0.0112:tok-1;30:x0.024:y-0.383:f7.87:tf11.67:p0.0235:tok-1;45:x0.027:y-0.308:f9.98:tf11.67:p0.0267:tok-1;60:x0.026:y-0.205:f9.81:tf12.24:p0.0260:tok-1;75:x0.027:y-0.081:f10.67:tf12.24:p0.0266:tok-1;90:x0.026:y0.050:f10.39:tf12.24:p0.0262:tok-1;95:x0.026:y0.089:f10.42:tf12.24:p0.0261:tok-1
conformal_safety_gain,nominal_surface_tracking,0,1,,0,0.89583,2.30776,0.21103,0.18849,1.09652,0.03228,0.00000,0.61628,0.01163,1,5,0.65597,-0.15953,0.83053,397.30032,0.16533,0,0:x-0.118:y-0.434:f0.34:tf11.67:p0.0000:tok-1;15:x0.016:y-0.429:f6.87:tf11.67:p0.0158:tok-1;30:x0.028:y-0.356:f9.83:tf11.67:p0.0281:tok-1;45:x0.032:y-0.228:f11.13:tf11.67:p0.0318:tok-1;60:x0.031:y-0.076:f12.51:tf12.24:p0.0307:tok-1;75:x0.031:y0.086:f12.20:tf12.24:p0.0311:tok-1;90:x0.031:y0.237:f12.85:tf12.24:p0.0311:tok-1;95:x0.031:y0.277:f12.56:tf12.24:p0.0311:tok-1
impedance_token_policy_v4,nominal_surface_tracking,0,1,,1,0.90625,2.43505,1.38340,0.19889,0.99938,0.03042,0.00000,0.55172,0.00000,0,5,0.73348,-0.08628,0.75219,396.59520,0.16547,50,0:x-0.113:y-0.437:f0.20:tf11.67:p0.0000:tok1;15:x0.024:y-0.429:f7.91:tf11.67:p0.0236:tok5;30:x0.029:y-0.361:f10.75:tf11.67:p0.0286:tok6;45:x0.030:y-0.248:f11.24:tf11.67:p0.0304:tok4;60:x0.026:y-0.116:f10.50:tf12.24:p0.0263:tok4;75:x0.026:y0.019:f10.02:tf12.24:p0.0261:tok4;90:x0.029:y0.165:f11.43:tf12.24:p0.0291:tok3;95:x0.029:y0.209:f11.66:tf12.24:p0.0292:tok6
impedance_token_policy_v5,nominal_surface_tracking,0,1,,0,0.90625,2.97215,1.99343,0.24276,1.01033,0.02819,0.00000,0.41379,0.01149,1,5,0.67222,-0.08174,0.71764,395.94414,0.16560,33,0:x-0.108:y-0.448:f0.00:tf11.67:p0.0000:tok1;15:x0.024:y-0.439:f10.11:tf11.67:p0.0236:tok4;30:x0.027:y-0.369:f9.84:tf11.67:p0.0275:tok6;45:x0.027:y-0.273:f9.23:tf11.67:p0.0270:tok6;60:x0.026:y-0.150:f10.30:tf12.24:p0.0257:tok4;75:x0.026:y-0.006:f10.37:tf12.24:p0.0257:tok4;90:x0.026:y0.139:f9.78:tf12.24:p0.0258:tok6;95:x0.026:y0.180:f10.60:tf12.24:p0.0258:tok4
token_no_memory_ablation,nominal_surface_tracking,0,1,,1,0.89583,2.47975,0.67004,0.20254,1.05926,0.02980,0.00000,0.52326,0.00000,0,5,0.52609,-0.06451,0.77870,391.65944,0.16551,15,0:x-0.107:y-0.429:f0.14:tf11.67:p0.0000:tok3;15:x0.020:y-0.425:f9.17:tf11.67:p0.0205:tok5;30:x0.027:y-0.365:f9.68:tf11.67:p0.0271:tok6;45:x0.029:y-0.267:f10.23:tf11.67:p0.0287:tok3;60:x0.029:y-0.127:f11.53:tf12.24:p0.0292:tok3;75:x0.029:y0.034:f11.00:tf12.24:p0.0295:tok3;90:x0.029:y0.190:f11.42:tf12.24:p0.0295:tok3;95:x0.029:y0.232:f11.53:tf12.24:p0.0295:tok3
oracle_impedance,nominal_surface_tracking,0,1,,0,0.92708,1.32194,0.40928,0.10797,1.17685,0.03487,0.00000,0.61798,0.02247,2,5,0.81391,-0.13798,0.85884,397.81287,0.16521,0,0:x-0.109:y-0.427:f0.00:tf11.67:p0.0000:tok-1;15:x0.034:y-0.415:f11.85:tf11.67:p0.0342:tok-1;30:x0.035:y-0.334:f12.04:tf11.67:p0.0346:tok-1;45:x0.035:y-0.200:f11.88:tf11.67:p0.0347:tok-1;60:x0.031:y-0.045:f12.63:tf12.24:p0.0309:tok-1;75:x0.032:y0.116:f11.84:tf12.24:p0.0317:tok-1;90:x0.032:y0.264:f12.62:tf12.24:p0.0319:tok-1;95:x0.032:y0.302:f12.43:tf12.24:p0.0317:tok-1
fixed_impedance,nominal_surface_tracking,0,2,,1,0.92708,2.09730,0.50865,0.17907,1.77164,0.04447,0.03371,0.58427,0.02247,2,5,0.85211,-0.06758,0.82685,387.93434,0.19052,0,0:x-0.106:y-0.438:f0.04:tf12.22:p0.0000:tok-1;15:x0.041:y-0.429:f17.64:tf12.22:p0.0413:tok-1;30:x0.028:y-0.359:f12.62:tf12.22:p0.0279:tok-1;45:x0.029:y-0.237:f12.89:tf12.22:p0.0287:tok-1;60:x0.030:y-0.086:f12.55:tf12.22:p0.0302:tok-1;75:x0.029:y0.078:f10.95:tf11.71:p0.0286:tok-1;90:x0.029:y0.233:f10.64:tf11.71:p0.0288:tok-1;95:x0.029:y0.274:f10.87:tf11.71:p0.0289:tok-1
gain_scheduled_impedance,nominal_surface_tracking,0,2,,0,0.91667,1.49274,0.22848,0.12745,1.03725,0.03068,0.00000,0.60227,0.00000,0,5,0.81984,-0.12033,0.86814,388.51313,0.19044,0,0:x-0.122:y-0.424:f0.18:tf12.22:p0.0000:tok-1;15:x0.025:y-0.414:f10.68:tf12.22:p0.0246:tok-1;30:x0.027:y-0.340:f12.33:tf12.22:p0.0272:tok-1;45:x0.028:y-0.211:f11.91:tf12.22:p0.0278:tok-1;60:x0.030:y-0.054:f11.55:tf12.22:p0.0301:tok-1;75:x0.030:y0.114:f11.67:tf11.71:p0.0301:tok-1;90:x0.030:y0.271:f11.29:tf11.71:p0.0300:tok-1;95:x0.030:y0.310:f11.70:tf11.71:p0.0301:tok-1
adaptive_impedance_control,nominal_surface_tracking,0,2,,1,0.92708,1.33983,0.38610,0.11440,1.28402,0.03167,0.00000,0.58427,0.01124,1,5,0.99674,-0.18163,0.85237,390.50405,0.19037,0,0:x-0.117:y-0.422:f0.00:tf12.22:p0.0000:tok-1;15:x0.029:y-0.412:f12.67:tf12.22:p0.0287:tok-1;30:x0.028:y-0.342:f13.21:tf12.22:p0.0283:tok-1;45:x0.029:y-0.219:f12.48:tf12.22:p0.0288:tok-1;60:x0.031:y-0.066:f12.30:tf12.22:p0.0312:tok-1;75:x0.031:y0.100:f12.25:tf11.71:p0.0307:tok-1;90:x0.031:y0.256:f12.42:tf11.71:p0.0308:tok-1;95:x0.031:y0.296:f11.99:tf11.71:p0.0308:tok-1
admittance_switching_control,nominal_surface_tracking,0,2,,1,0.92708,1.36526,0.19041,0.11657,1.65338,0.03070,0.00000,0.58427,0.01124,1,5,1.14885,-0.20281,0.82665,389.22590,0.19043,0,0:x-0.116:y-0.440:f0.07:tf12.22:p0.0000:tok-1;15:x0.029:y-0.430:f12.50:tf12.22:p0.0288:tok-1;30:x0.028:y-0.358:f11.97:tf12.22:p0.0278:tok-1;45:x0.028:y-0.236:f12.37:tf12.22:p0.0278:tok-1;60:x0.030:y-0.085:f11.73:tf12.22:p0.0299:tok-1;75:x0.030:y0.078:f11.81:tf11.71:p0.0302:tok-1;90:x0.030:y0.233:f11.50:tf11.71:p0.0301:tok-1;95:x0.030:y0.274:f11.76:tf11.71:p0.0300:tok-1
robust_mpc_impedance,nominal_surface_tracking,0,2,,0,0.85417,3.42274,1.03793,0.29224,0.95026,0.02773,0.00000,0.43902,0.00000,0,5,0.39237,-0.02982,0.68398,390.63872,0.19044,0,0:x-0.121:y-0.437:f0.32:tf12.22:p0.0000:tok-1;15:x0.008:y-0.437:f5.50:tf12.22:p0.0077:tok-1;30:x0.023:y-0.393:f10.33:tf12.22:p0.0226:tok-1;45:x0.025:y-0.300:f10.58:tf12.22:p0.0247:tok-1;60:x0.027:y-0.176:f10.11:tf12.22:p0.0271:tok-1;75:x0.027:y-0.034:f11.02:tf11.71:p0.0274:tok-1;90:x0.027:y0.109:f10.42:tf11.71:p0.0272:tok-1;95:x0.027:y0.150:f10.27:tf11.71:p0.0272:tok-1
learned_gain_regressor,nominal_surface_tracking,0,2,,0,0.90625,2.45998,0.85976,0.21004,1.12631,0.03248,0.00000,0.62069,0.00000,0,5,0.71809,-0.17113,0.84998,389.96434,0.19020,0,0:x-0.114:y-0.427:f0.00:tf12.22:p0.0000:tok-1;15:x0.012:y-0.419:f5.91:tf12.22:p0.0119:tok-1;30:x0.024:y-0.339:f10.13:tf12.22:p0.0245:tok-1;45:x0.028:y-0.206:f12.06:tf12.22:p0.0277:tok-1;60:x0.032:y-0.051:f12.86:tf12.22:p0.0316:tok-1;75:x0.032:y0.109:f12.40:tf11.71:p0.0320:tok-1;90:x0.032:y0.257:f12.40:tf11.71:p0.0324:tok-1;95:x0.032:y0.294:f12.47:tf11.71:p0.0325:tok-1
